City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
155,Bredasdorp,ZA,-34.5322,20.0403,62.31,50,12,4.43,few clouds,2022-07-21 14:23:36
156,Sandy Bay,AU,-42.913,147.3532,41.31,92,0,6.91,clear sky,2022-07-21 14:23:36
157,Mitu,CO,1.1983,-70.1733,71.64,98,99,1.45,overcast clouds,2022-07-21 14:23:37
158,Sivaki,RU,52.6333,126.75,64.22,77,100,2.42,overcast clouds,2022-07-21 14:23:37
159,Uige,AO,-7.6087,15.0613,75.22,64,20,6.91,few clouds,2022-07-21 14:23:37
160,Yuzawa,JP,39.1667,140.5,69.01,91,98,1.74,overcast clouds,2022-07-21 14:23:38
161,Ampanihy,MG,-24.7,44.75,79.2,29,17,6.38,few clouds,2022-07-21 14:23:38
162,Kenai,US,60.5544,-151.2583,51.15,98,100,0.0,overcast clouds,2022-07-21 14:23:38
163,Pevek,RU,69.7008,170.3133,31.8,99,100,9.15,overcast clouds,2022-07-21 14:23:39
164,Katangli,RU,51.7102,143.2326,52.63,99,100,9.84,overcast clouds,2022-07-21 14:23:39
165,Herbertpur,IN,30.45,77.7333,82.9,75,100,2.3,overcast clouds,2022-07-21 14:23:39
166,Saint-Andre-Les-Vergers,FR,48.2853,4.0521,80.64,47,75,11.5,broken clouds,2022-07-21 14:23:40
167,Ussel,FR,45.55,2.3167,86.74,27,0,1.61,clear sky,2022-07-21 14:23:40
168,Henties Bay,NA,-22.116,14.2845,62.38,67,2,9.53,clear sky,2022-07-21 14:23:40
169,Iqaluit,CA,63.7506,-68.5145,40.73,93,100,5.75,light intensity drizzle,2022-07-21 14:23:41
170,Ballina,AU,-28.8667,153.5667,59.04,99,100,19.04,moderate rain,2022-07-21 14:23:41
171,Elizabethtown,US,37.694,-85.8591,82.09,76,0,4.61,clear sky,2022-07-21 14:23:41
172,Padang,ID,-0.9492,100.3543,78.62,87,100,3.31,overcast clouds,2022-07-21 14:23:42
173,Worland,US,44.0169,-107.9554,78.15,32,0,4.61,clear sky,2022-07-21 14:23:42
174,Portoferraio,IT,42.8115,10.3146,93.72,62,0,1.14,clear sky,2022-07-21 14:23:43
175,Naze,JP,28.3667,129.4833,81.52,88,96,12.66,overcast clouds,2022-07-21 14:23:43
176,Prince Rupert,CA,54.3161,-130.3201,55.09,85,100,5.75,overcast clouds,2022-07-21 14:23:43
177,Igra,RU,57.5558,53.0547,67.71,65,95,4.61,overcast clouds,2022-07-21 14:23:44
178,Road Town,VG,18.4167,-64.6167,80.64,89,40,12.66,thunderstorm with light rain,2022-07-21 14:23:02
179,Lebu,CL,-37.6167,-73.65,49.73,89,79,1.34,broken clouds,2022-07-21 14:23:44
180,Olafsvik,IS,64.8945,-23.7142,52.02,79,96,3.96,overcast clouds,2022-07-21 14:18:58
181,Vetlanda,SE,57.4289,15.0776,93.61,23,71,14.27,broken clouds,2022-07-21 14:23:45
182,Zaykovo,RU,57.5613,62.7568,61.05,92,100,8.99,light rain,2022-07-21 14:23:45
183,Nsanje,MW,-16.92,35.262,84.33,30,3,9.04,clear sky,2022-07-21 14:23:46
184,Ketchikan,US,55.3422,-131.6461,54.07,94,100,6.91,mist,2022-07-21 14:19:50
185,Lensk,RU,60.7253,114.9278,57.79,96,27,2.1,scattered clouds,2022-07-21 14:23:46
186,Sibut,CF,5.718,19.0739,81.63,77,98,3.09,light rain,2022-07-21 14:23:47
187,Bon Accord,CA,53.8335,-113.4187,65.75,75,95,6.55,overcast clouds,2022-07-21 14:23:47
188,Surt,LY,31.2089,16.5887,82.94,55,0,14.07,clear sky,2022-07-21 14:23:47
189,Paamiut,GL,61.994,-49.6678,45.86,90,100,4.97,overcast clouds,2022-07-21 14:23:48
190,Dikson,RU,73.5069,80.5464,43.11,86,100,26.06,overcast clouds,2022-07-21 14:23:48
191,Sao Filipe,CV,14.8961,-24.4956,76.14,86,58,7.9,broken clouds,2022-07-21 14:23:48
192,Lasa,IT,46.6166,10.7002,89.69,62,60,3.78,broken clouds,2022-07-21 14:23:49
193,Maceio,BR,-9.6658,-35.7353,81.84,69,75,12.66,broken clouds,2022-07-21 14:23:49
194,Turukhansk,RU,65.8167,87.9833,61.93,67,92,6.85,overcast clouds,2022-07-21 14:23:49
195,Saint-Pierre,RE,-21.3393,55.4781,71.28,66,0,20.71,clear sky,2022-07-21 14:23:50
196,Kununurra,AU,-15.7667,128.7333,60.78,82,10,0.0,clear sky,2022-07-21 14:19:25
197,Havoysund,NO,70.9963,24.6622,61.03,72,100,7.27,light rain,2022-07-21 14:23:50
198,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,83.95,64,32,1.57,scattered clouds,2022-07-21 14:23:50
199,Cidreira,BR,-30.1811,-50.2056,68.58,77,100,5.1,overcast clouds,2022-07-21 14:23:51
200,Port Macquarie,AU,-31.4333,152.9167,56.89,80,100,13.0,overcast clouds,2022-07-21 14:23:51
201,Leningradskiy,RU,69.3833,178.4167,32.97,98,100,14.16,light snow,2022-07-21 14:23:51
202,Bacolod,PH,10.6667,122.95,80.02,83,100,5.44,overcast clouds,2022-07-21 14:23:52
203,Myra,IT,45.4358,12.1348,98.15,29,0,10.63,clear sky,2022-07-21 14:23:52
204,Port Hardy,CA,50.6996,-127.4199,51.98,93,100,3.44,mist,2022-07-21 14:23:52
205,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,52,0,29.93,clear sky,2022-07-21 14:23:53
206,Broken Hill,AU,-31.95,141.4333,48.25,86,85,7.56,overcast clouds,2022-07-21 14:23:53
207,Yarada,IN,17.65,83.2667,86.32,84,75,2.3,mist,2022-07-21 14:23:53
208,Nelson Bay,AU,-32.7167,152.15,62.01,77,100,21.0,overcast clouds,2022-07-21 14:23:54
209,Ahuimanu,US,21.4447,-157.8378,75.2,82,20,10.36,few clouds,2022-07-21 14:23:54
210,Nago,JP,26.5881,127.9761,83.35,90,33,9.42,scattered clouds,2022-07-21 14:23:54
211,Sissach,CH,47.4641,7.8089,87.91,51,2,1.99,clear sky,2022-07-21 14:23:55
212,Castro,BR,-24.7911,-50.0119,68.86,59,3,5.84,clear sky,2022-07-21 14:23:55
213,Bethel,US,41.3712,-73.414,87.89,74,0,6.91,clear sky,2022-07-21 14:23:56
214,Bubaque,GW,11.2833,-15.8333,78.98,83,67,12.93,light rain,2022-07-21 14:23:56
215,Manaure,CO,11.7751,-72.4445,86.25,60,22,19.98,few clouds,2022-07-21 14:23:56
216,Imbituba,BR,-28.24,-48.6703,75.09,72,6,14.0,clear sky,2022-07-21 14:23:57
217,Turbat,PK,26.0023,63.044,89.94,61,89,16.96,overcast clouds,2022-07-21 14:23:57
218,Nishihara,JP,26.1842,127.7558,83.48,94,4,8.05,clear sky,2022-07-21 14:23:57
219,Bambous Virieux,MU,-20.3428,57.7575,70.05,73,75,19.57,light rain,2022-07-21 14:21:03
220,Santa Cruz,BO,-17.8,-63.1667,78.85,57,51,20.71,broken clouds,2022-07-21 14:23:58
221,Vostok,RU,46.4856,135.8833,58.96,98,29,2.77,scattered clouds,2022-07-21 14:23:58
222,Manaus,BR,-3.1019,-60.025,86.5,74,40,6.91,scattered clouds,2022-07-21 14:19:00
223,Thompson,CA,55.7435,-97.8558,59.16,94,100,6.91,smoke,2022-07-21 14:22:40
224,Port Lincoln,AU,-34.7333,135.8667,54.75,74,100,15.66,overcast clouds,2022-07-21 14:23:59
225,Tevriz,RU,57.509,72.4042,60.96,96,100,6.24,light rain,2022-07-21 14:23:59
226,Kaduna,NG,10.5222,7.4383,80.87,67,75,4.03,light rain,2022-07-21 14:23:59
227,Harper,LR,4.375,-7.7169,78.08,65,70,8.01,broken clouds,2022-07-21 14:24:00
228,Marzuq,YE,14.4,46.4667,86.47,44,9,11.74,clear sky,2022-07-21 14:24:00
